Interference and Diffraction Data File Wed, Oct 11, 2023 1:02 PM
Sensor Position (Meters)	Light Intensity (Volts)
0.01511	-0.00019
0.01511	-0.00453
0.01517	-0.00421
0.01517	-0.00325
0.01522	-0.00180
0.01522	-0.00196
0.01522	-0.00099
0.01528	-0.00276
0.01528	-0.00695
0.01533	-0.00486
0.01533	-0.00759
0.01533	-0.00341
0.01539	-0.00389
0.01539	-0.00164
0.01544	-0.00244
0.01544	-0.00421
0.01544	-0.00260
0.01550	-0.00131
0.01550	-0.00437
0.01556	-0.00276
0.01556	-0.00035
0.01556	-0.00486
0.01561	-0.00180
0.01561	-0.00598
0.01561	-0.00437
0.01567	-0.00421
0.01567	-0.00164
0.01572	-0.00598
0.01572	-0.00147
0.01572	-0.00695
0.01578	-0.00196
0.01578	-0.00115
0.01583	-0.00341
0.01583	-0.00067
0.01583	-0.00260
0.01589	-0.00131
0.01589	-0.00550
0.01594	-0.00357
0.01594	-0.00115
0.01594	-0.00486
0.01600	-0.00035
0.01600	0.00030
0.01606	-0.00292
0.01606	-0.00453
0.01606	-0.00308
0.01611	-0.00196
0.01611	-0.00357
0.01617	-0.00196
0.01617	-0.00325
0.01617	-0.00147
0.01622	-0.00164
0.01622	-0.00147
0.01628	-0.00228
0.01628	-0.00325
0.01628	-0.00292
0.01633	-0.00051
0.01633	0.00030
0.01633	-0.00002
0.01639	-0.00035
0.01639	-0.00131
0.01644	0.00239
0.01644	-0.00308
0.01644	-0.00292
0.01650	-0.00566
0.01650	0.00078
0.01650	-0.00292
0.01656	-0.00228
0.01656	-0.00244
0.01661	-0.00486
0.01661	-0.00164
0.01667	-0.00325
0.01667	-0.00019
0.01667	-0.00260
0.01672	-0.00083
0.01672	-0.00276
0.01678	-0.00212
0.01678	-0.00341
0.01678	-0.00115
0.01683	-0.00244
0.01683	-0.00341
0.01689	-0.00389
0.01689	-0.00244
0.01689	-0.00051
0.01694	-0.00244
0.01694	-0.00437
0.01700	-0.00131
0.01700	0.00126
0.01700	-0.00292
0.01706	-0.00582
0.01706	-0.00534
0.01706	-0.00405
0.01711	-0.00357
0.01711	-0.00035
0.01717	-0.00421
0.01717	-0.00115
0.01717	-0.00325
0.01722	-0.00405
0.01722	-0.00260
0.01722	-0.00389
0.01728	-0.00486
0.01728	0.00142
0.01733	-0.00067
0.01733	-0.00373
0.01733	-0.00373
0.01739	-0.00582
0.01739	-0.00035
0.01744	-0.00325
0.01744	0.00159
0.01744	0.00110
0.01750	-0.00631
0.01750	-0.00115
0.01756	0.00110
0.01756	-0.00373
0.01761	-0.00486
0.01761	-0.00196
0.01761	-0.00051
0.01767	-0.00453
0.01767	-0.00373
0.01772	-0.00180
0.01772	-0.00035
0.01772	0.00142
0.01778	-0.00470
0.01778	-0.00212
0.01778	-0.00518
0.01783	0.00062
0.01783	-0.00325
0.01789	-0.00228
0.01789	-0.00083
0.01789	0.00110
0.01794	-0.00518
0.01794	-0.00518
0.01800	-0.00180
0.01800	0.00110
0.01800	0.00030
0.01806	-0.00180
0.01806	-0.00131
0.01806	-0.00405
0.01811	-0.00437
0.01811	0.00046
0.01817	0.00094
0.01817	-0.00115
0.01817	-0.00325
0.01822	-0.00244
0.01822	-0.00373
0.01828	-0.00180
0.01828	-0.00405
0.01828	-0.00357
0.01833	-0.00308
0.01833	-0.00019
0.01839	-0.00196
0.01839	-0.00389
0.01844	-0.00743
0.01844	-0.00212
0.01844	-0.00518
0.01850	-0.00292
0.01850	-0.00453
0.01856	-0.00115
0.01856	-0.00421
0.01856	-0.00228
0.01861	-0.00164
0.01861	-0.00147
0.01867	-0.00502
0.01867	-0.00695
0.01867	-0.00164
0.01872	-0.00518
0.01872	-0.00325
0.01872	-0.00453
0.01878	-0.00276
0.01878	-0.00582
0.01883	-0.00598
0.01883	-0.00486
0.01883	-0.00147
0.01889	-0.00196
0.01889	-0.00131
0.01889	-0.00325
0.01894	-0.00566
0.01894	-0.00550
0.01900	-0.00405
0.01900	-0.00405
0.01900	-0.00598
0.01906	-0.00325
0.01906	-0.00244
0.01911	-0.00260
0.01911	-0.00035
0.01911	0.00223
0.01917	-0.00196
0.01917	-0.00534
0.01922	-0.00470
0.01922	-0.00115
0.01928	-0.00292
0.01928	-0.00373
0.01928	-0.00357
0.01933	-0.00534
0.01933	0.00014
0.01939	-0.00357
0.01939	-0.00437
0.01939	-0.00002
0.01944	-0.00341
0.01944	-0.00405
0.01950	-0.00534
0.01950	-0.00164
0.01950	-0.00147
0.01956	-0.00711
0.01956	-0.00695
0.01956	-0.00099
0.01961	-0.00631
0.01961	-0.00019
0.01967	-0.00470
0.01967	-0.00099
0.01967	-0.00260
0.01972	-0.00486
0.01972	-0.00228
0.01978	-0.00598
0.01978	-0.00276
0.01978	-0.00470
0.01983	-0.00775
0.01983	-0.00292
0.01983	-0.00598
0.01989	-0.00502
0.01989	-0.00518
0.01994	-0.00405
0.01994	-0.00164
0.02000	-0.00598
0.02000	-0.00614
0.02000	-0.00486
0.02006	-0.00856
0.02006	-0.00276
0.02011	-0.00292
0.02011	-0.00228
0.02011	-0.00647
0.02017	-0.00405
0.02017	-0.00164
0.02022	-0.00308
0.02022	-0.00389
0.02022	-0.00453
0.02028	-0.00437
0.02028	-0.00067
0.02033	-0.00631
0.02033	-0.00453
0.02033	-0.00453
0.02039	-0.00647
0.02039	-0.00453
0.02044	-0.00292
0.02044	-0.00647
0.02044	-0.00180
0.02050	-0.00373
0.02050	-0.00308
0.02050	-0.00325
0.02056	-0.00598
0.02056	-0.00486
0.02061	-0.00437
0.02061	-0.00292
0.02061	-0.00276
0.02067	-0.00373
0.02067	-0.00486
0.02072	-0.00228
0.02072	-0.00695
0.02072	-0.00308
0.02078	-0.00437
0.02078	-0.00470
0.02083	-0.00534
0.02083	-0.00164
0.02089	-0.00550
0.02089	-0.00695
0.02089	-0.00405
0.02094	-0.01049
0.02094	-0.00550
0.02100	-0.00840
0.02100	-0.00292
0.02100	-0.00759
0.02106	-0.00824
0.02106	-0.00566
0.02111	-0.00647
0.02111	-0.00486
0.02111	-0.00260
0.02117	-0.00759
0.02117	-0.00920
0.02122	-0.00663
0.02122	-0.00566
0.02122	-0.00598
0.02128	-0.00453
0.02128	-0.00743
0.02133	-0.00357
0.02133	-0.00985
0.02133	-0.00486
0.02139	-0.00550
0.02139	-0.00437
0.02139	-0.00679
0.02144	-0.00405
0.02144	-0.00421
0.02150	-0.01049
0.02150	-0.00711
0.02156	-0.00695
0.02156	-0.00550
0.02156	-0.00631
0.02161	-0.00373
0.02161	-0.00582
0.02167	-0.00502
0.02167	-0.00421
0.02167	-0.00405
0.02172	-0.00566
0.02172	-0.00727
0.02178	-0.00421
0.02178	-0.00856
0.02183	-0.00373
0.02183	-0.00824
0.02183	-0.00647
0.02189	-0.00582
0.02189	-0.00614
0.02194	-0.00260
0.02194	-0.00743
0.02194	-0.00534
0.02200	-0.00775
0.02200	-0.00534
0.02206	-0.00502
0.02206	-0.00824
0.02206	-0.00582
0.02211	-0.00775
0.02211	-0.00486
0.02217	-0.00614
0.02217	-0.00614
0.02217	-0.00389
0.02222	-0.00663
0.02222	-0.00518
0.02222	-0.00792
0.02228	-0.00341
0.02228	-0.00840
0.02233	-0.00421
0.02233	-0.00711
0.02239	-0.00808
0.02239	-0.00566
0.02239	-0.00582
0.02244	-0.00341
0.02244	-0.00679
0.02250	-0.00325
0.02250	-0.00792
0.02250	-0.00759
0.02256	-0.00743
0.02256	-0.00550
0.02261	-0.00888
0.02261	-0.00437
0.02267	-0.00421
0.02267	-0.00550
0.02267	-0.00453
0.02272	-0.00470
0.02272	-0.00470
0.02278	-0.00582
0.02278	-0.00582
0.02278	-0.00598
0.02283	-0.00647
0.02283	-0.00808
0.02289	-0.00502
0.02289	-0.00566
0.02289	-0.00888
0.02294	-0.00808
0.02294	-0.00566
0.02300	-0.00341
0.02300	-0.00437
0.02300	-0.00486
0.02306	-0.00550
0.02306	-0.00647
0.02311	-0.00341
0.02311	-0.00663
0.02311	-0.00518
0.02317	-0.00341
0.02317	-0.00888
0.02317	-0.00598
0.02322	-0.00421
0.02322	-0.00437
0.02328	-0.00824
0.02328	-0.00518
0.02333	-0.01001
0.02333	-0.00759
0.02333	-0.00244
0.02339	-0.00453
0.02339	-0.00711
0.02344	-0.00276
0.02344	-0.00727
0.02350	-0.00904
0.02350	-0.00856
0.02356	-0.00518
0.02356	-0.00582
0.02356	-0.00518
0.02361	-0.00276
0.02361	-0.00904
0.02367	-0.00518
0.02367	-0.00598
0.02367	-0.00341
0.02372	0.00014
0.02372	-0.00614
0.02378	-0.00550
0.02378	-0.00824
0.02378	-0.00631
0.02383	-0.01146
0.02383	-0.00453
0.02389	-0.00598
0.02389	-0.00518
0.02389	-0.00808
0.02394	-0.00711
0.02394	-0.00614
0.02400	-0.00647
0.02400	-0.00453
0.02400	-0.00534
0.02406	-0.00695
0.02406	-0.00743
0.02411	-0.00582
0.02411	-0.00308
0.02411	-0.00308
0.02417	-0.00534
0.02417	-0.00308
0.02422	-0.00260
0.02422	-0.00389
0.02422	-0.00147
0.02428	-0.00212
0.02428	-0.00164
0.02433	-0.00695
0.02433	-0.00470
0.02439	-0.00550
0.02439	-0.00373
0.02439	-0.00260
0.02444	-0.00582
0.02444	-0.00453
0.02450	-0.00405
0.02450	-0.00405
0.02450	-0.00759
0.02456	-0.00325
0.02456	-0.00631
0.02461	-0.00260
0.02461	-0.00292
0.02461	-0.00228
0.02467	-0.00437
0.02467	-0.00663
0.02467	-0.00083
0.02472	-0.00308
0.02472	-0.00453
0.02478	-0.00453
0.02478	-0.00502
0.02478	-0.00131
0.02483	-0.00582
0.02483	-0.00341
0.02489	-0.00341
0.02489	-0.00582
0.02489	0.00046
0.02494	-0.00002
0.02494	-0.00534
0.02500	-0.00292
0.02500	-0.00083
0.02506	-0.00437
0.02506	-0.00534
0.02506	-0.00292
0.02511	-0.00405
0.02511	-0.00308
0.02517	-0.00228
0.02517	-0.00164
0.02517	-0.00196
0.02522	-0.00373
0.02522	-0.00421
0.02528	0.00046
0.02528	0.00062
0.02528	-0.00325
0.02533	-0.00260
0.02533	-0.00308
0.02539	-0.00292
0.02539	-0.00276
0.02539	-0.00147
0.02544	-0.00244
0.02544	-0.00083
0.02550	0.00046
0.02550	-0.00196
0.02550	0.00094
0.02556	-0.00244
0.02556	-0.00180
0.02556	-0.00019
0.02561	-0.00131
0.02561	-0.00405
0.02561	-0.00341
0.02567	-0.00196
0.02567	-0.00196
0.02572	0.00126
0.02572	0.00014
0.02578	-0.00308
0.02578	0.00014
0.02578	0.00030
0.02583	-0.00228
0.02583	0.00014
0.02589	-0.00212
0.02589	0.00239
0.02589	-0.00019
0.02594	-0.00260
0.02594	0.00239
0.02600	0.00094
0.02600	-0.00180
0.02600	-0.00180
0.02606	-0.00099
0.02606	-0.00212
0.02611	0.00046
0.02611	0.00191
0.02617	-0.00051
0.02617	-0.00212
0.02617	-0.00373
0.02622	-0.00002
0.02622	-0.00099
0.02622	-0.00276
0.02628	0.00271
0.02628	0.00465
0.02633	0.00255
0.02633	0.00126
0.02633	-0.00260
0.02639	0.00046
0.02639	-0.00051
0.02639	-0.00083
0.02644	-0.00180
0.02644	-0.00389
0.02650	0.00207
0.02650	0.00255
0.02650	-0.00051
0.02656	0.00094
0.02656	0.00030
0.02661	0.00304
