Interference and Diffraction Data File Wed, Oct 11, 2023 12:51 PM
Sensor Position (Meters)	Light Intensity (Volts)
-0.01022	-0.01178
-0.01028	-0.01098
-0.01033	-0.00969
-0.01039	-0.01178
-0.01044	-0.00985
-0.01050	-0.00904
-0.01061	-0.00792
-0.01067	-0.01017
-0.01072	-0.01065
-0.01078	-0.01001
-0.01083	-0.00953
-0.01089	-0.00775
-0.01094	-0.01226
-0.01100	-0.01178
-0.01106	-0.00985
-0.01111	-0.00808
-0.01122	-0.01001
-0.01128	-0.00759
-0.01133	-0.01049
-0.01139	-0.01226
-0.01144	-0.00631
-0.01150	-0.01387
-0.01161	-0.00743
-0.01167	-0.00985
-0.01172	-0.00969
-0.01178	-0.01162
-0.01183	-0.00953
-0.01189	-0.01226
-0.01194	-0.00888
-0.01200	-0.00792
-0.01206	-0.00808
-0.01217	-0.01081
-0.01222	-0.01114
-0.01228	-0.01387
-0.01233	-0.01243
-0.01239	-0.00969
-0.01244	-0.00727
-0.01250	-0.01178
-0.01261	-0.01098
-0.01267	-0.01307
-0.01272	-0.00840
-0.01278	-0.01259
-0.01283	-0.00937
-0.01289	-0.00679
-0.01294	-0.00775
-0.01300	-0.01194
-0.01311	-0.01130
-0.01317	-0.01178
-0.01322	-0.01017
-0.01328	-0.00840
-0.01333	-0.00824
-0.01339	-0.01226
-0.01344	-0.01017
-0.01350	-0.01194
-0.01356	-0.00856
-0.01367	-0.00808
-0.01372	-0.01033
-0.01378	-0.00953
-0.01383	-0.01355
-0.01389	-0.00904
-0.01394	-0.00743
-0.01406	-0.01275
-0.01411	-0.01194
-0.01417	-0.01065
-0.01422	-0.01275
-0.01428	-0.01033
-0.01433	-0.01049
-0.01444	-0.00985
-0.01450	-0.00808
-0.01456	-0.00904
-0.01461	-0.00808
-0.01467	-0.01162
-0.01472	-0.00969
-0.01483	-0.01033
-0.01489	-0.01146
-0.01494	-0.01017
-0.01500	-0.01033
-0.01506	-0.00872
-0.01511	-0.01178
-0.01517	-0.01065
-0.01528	-0.01516
-0.01533	-0.01033
-0.01539	-0.01146
-0.01544	-0.00953
-0.01550	-0.01291
-0.01556	-0.01178
-0.01561	-0.01146
-0.01572	-0.00904
-0.01578	-0.01259
-0.01583	-0.00969
-0.01589	-0.00759
-0.01594	-0.00711
-0.01600	-0.01226
-0.01606	-0.01098
-0.01617	-0.00824
-0.01622	-0.00840
-0.01628	-0.01033
-0.01633	-0.01114
-0.01639	-0.01049
-0.01644	-0.01210
-0.01650	-0.00969
-0.01661	-0.00679
-0.01667	-0.01001
-0.01672	-0.01323
-0.01678	-0.00840
-0.01683	-0.01081
-0.01689	-0.00808
-0.01694	-0.00872
-0.01700	-0.01130
-0.01711	-0.01355
-0.01717	-0.01259
-0.01722	-0.01033
-0.01728	-0.00840
-0.01733	-0.00759
-0.01739	-0.00808
-0.01750	-0.01355
-0.01756	-0.00985
-0.01761	-0.01081
-0.01767	-0.01081
-0.01772	-0.00969
-0.01778	-0.01114
-0.01783	-0.00856
-0.01789	-0.00566
-0.01794	-0.00743
-0.01800	-0.01081
-0.01811	-0.00904
-0.01817	-0.00985
-0.01822	-0.00759
-0.01828	-0.00679
-0.01833	-0.00727
-0.01839	-0.01162
-0.01844	-0.00808
-0.01850	-0.00824
-0.01856	-0.00711
-0.01861	-0.00711
-0.01867	-0.00856
-0.01878	-0.00679
-0.01883	-0.01017
-0.01889	-0.00969
-0.01894	-0.00953
-0.01900	-0.01532
-0.01906	-0.00953
-0.01911	-0.00953
-0.01922	-0.01275
-0.01928	-0.00985
-0.01933	-0.01049
-0.01939	-0.01162
-0.01944	-0.01162
-0.01950	-0.01275
-0.01956	-0.01081
-0.01961	-0.01001
-0.01967	-0.00953
-0.01972	-0.01371
-0.01978	-0.01049
-0.01989	-0.00582
-0.01994	-0.00985
-0.02000	-0.00856
-0.02006	-0.00856
-0.02011	-0.01162
-0.02017	-0.00985
-0.02022	-0.01210
-0.02028	-0.01146
-0.02033	-0.01452
-0.02039	-0.00808
-0.02050	-0.01404
-0.02056	-0.01162
-0.02061	-0.00920
-0.02067	-0.00888
-0.02072	-0.00614
-0.02078	-0.00276
-0.02083	-0.01178
-0.02089	-0.01226
-0.02100	-0.01017
-0.02106	-0.01146
-0.02111	-0.01098
-0.02117	-0.01049
-0.02122	-0.00743
-0.02128	-0.00888
-0.02133	-0.01033
-0.02139	-0.01049
-0.02150	-0.00969
-0.02156	-0.01049
-0.02161	-0.01049
-0.02167	-0.01291
-0.02172	-0.00759
-0.02178	-0.00904
-0.02183	-0.00920
-0.02189	-0.01436
-0.02194	-0.01098
-0.02206	-0.01049
-0.02211	-0.00856
-0.02217	-0.00792
-0.02222	-0.00920
-0.02228	-0.00937
-0.02233	-0.00759
-0.02244	-0.00888
-0.02250	-0.01065
-0.02256	-0.01387
-0.02261	-0.01194
-0.02267	-0.01194
-0.02272	-0.00775
-0.02278	-0.01049
-0.02283	-0.01355
-0.02289	-0.01387
-0.02300	-0.00904
-0.02306	-0.00840
-0.02311	-0.01130
-0.02317	-0.00920
-0.02322	-0.01001
-0.02328	-0.00937
-0.02333	-0.01001
-0.02344	-0.01210
-0.02350	-0.00985
-0.02356	-0.01017
-0.02361	-0.01162
-0.02367	-0.00792
-0.02372	-0.01033
-0.02378	-0.01178
-0.02383	-0.00872
-0.02394	-0.00920
-0.02400	-0.00920
-0.02406	-0.01098
-0.02411	-0.00824
-0.02417	-0.00695
-0.02422	-0.01081
-0.02428	-0.00647
-0.02439	-0.01130
-0.02444	-0.01226
-0.02450	-0.00695
-0.02456	-0.01387
-0.02461	-0.00904
-0.02467	-0.01098
-0.02478	-0.00808
-0.02483	-0.01243
-0.02489	-0.00775
-0.02494	-0.01323
-0.02500	-0.00808
-0.02506	-0.01194
-0.02511	-0.01146
-0.02522	-0.00743
-0.02528	-0.01355
-0.02533	-0.01130
-0.02539	-0.00953
-0.02544	-0.01017
-0.02550	-0.01291
-0.02556	-0.01065
-0.02567	-0.00872
-0.02572	-0.01081
-0.02578	-0.01114
-0.02583	-0.00920
-0.02589	-0.01275
-0.02594	-0.01114
-0.02600	-0.00759
-0.02611	-0.01307
-0.02617	-0.00904
-0.02622	-0.00920
-0.02628	-0.01130
-0.02633	-0.00953
-0.02639	-0.00695
-0.02644	-0.00985
-0.02656	-0.00969
-0.02661	-0.00679
-0.02667	-0.00856
-0.02672	-0.01049
-0.02678	-0.00711
-0.02683	-0.00840
-0.02689	-0.01098
-0.02694	-0.01291
-0.02700	-0.01001
-0.02711	-0.00872
-0.02717	-0.01017
-0.02722	-0.01114
-0.02728	-0.00985
-0.02733	-0.01065
-0.02739	-0.00824
-0.02750	-0.00840
-0.02756	-0.01049
-0.02761	-0.01098
-0.02767	-0.01146
-0.02772	-0.00953
-0.02778	-0.00953
-0.02783	-0.01081
-0.02789	-0.01307
-0.02794	-0.00840
-0.02800	-0.01049
-0.02806	-0.00775
-0.02817	-0.00937
-0.02822	-0.00727
-0.02828	-0.01194
-0.02833	-0.01436
-0.02839	-0.01098
-0.02844	-0.01387
-0.02850	-0.01323
-0.02856	-0.00856
-0.02861	-0.00824
-0.02867	-0.00792
-0.02872	-0.00840
-0.02883	-0.00937
-0.02889	-0.01146
-0.02894	-0.01323
-0.02900	-0.00759
-0.02906	-0.01098
-0.02911	-0.00953
-0.02917	-0.01210
-0.02922	-0.00759
-0.02933	-0.01355
-0.02939	-0.00904
-0.02944	-0.01130
-0.02950	-0.00824
-0.02956	-0.01275
-0.02961	-0.00663
-0.02967	-0.00711
-0.02972	-0.01081
-0.02978	-0.01114
-0.02983	-0.00808
-0.02994	-0.00711
-0.03000	-0.00711
-0.03006	-0.00872
-0.03011	-0.00824
-0.03017	-0.01178
-0.03022	-0.00937
-0.03028	-0.01065
-0.03033	-0.00904
-0.03039	-0.01355
-0.03044	-0.01226
-0.03056	-0.01178
-0.03061	-0.00679
-0.03067	-0.01065
-0.03072	-0.01210
-0.03078	-0.01098
-0.03083	-0.01017
-0.03089	-0.00953
-0.03094	-0.01210
-0.03100	-0.01420
-0.03111	-0.00872
-0.03117	-0.01210
-0.03122	-0.00759
-0.03128	-0.00920
-0.03133	-0.01355
-0.03139	-0.00985
-0.03144	-0.00792
-0.03150	-0.01210
-0.03161	-0.01033
-0.03167	-0.01226
-0.03172	-0.00775
-0.03178	-0.00953
-0.03183	-0.01081
-0.03189	-0.01001
-0.03194	-0.01162
-0.03200	-0.01081
-0.03206	-0.01130
-0.03217	-0.01130
-0.03222	-0.00904
-0.03228	-0.01243
-0.03233	-0.00631
-0.03239	-0.00969
-0.03244	-0.00953
-0.03250	-0.00711
-0.03256	-0.00969
-0.03261	-0.01065
-0.03272	-0.00775
-0.03278	-0.00985
-0.03283	-0.00840
-0.03289	-0.01243
-0.03294	-0.01194
-0.03300	-0.00775
-0.03306	-0.00953
-0.03311	-0.00920
-0.03322	-0.00953
-0.03328	-0.01259
-0.03333	-0.01098
-0.03339	-0.00711
-0.03344	-0.00534
-0.03350	-0.00743
-0.03356	-0.01178
-0.03361	-0.00904
-0.03367	-0.01355
-0.03378	-0.01098
-0.03383	-0.00920
-0.03389	-0.01243
-0.03394	-0.01114
-0.03400	-0.00969
-0.03406	-0.01291
-0.03417	-0.00920
-0.03422	-0.00775
-0.03428	-0.01130
-0.03433	-0.01098
-0.03439	-0.00775
-0.03444	-0.01017
-0.03450	-0.00759
-0.03461	-0.00904
-0.03467	-0.01226
-0.03472	-0.01114
-0.03478	-0.00888
-0.03483	-0.01355
-0.03489	-0.01114
-0.03500	-0.01355
-0.03506	-0.00904
-0.03511	-0.00920
-0.03517	-0.00824
-0.03522	-0.01275
-0.03528	-0.00743
-0.03533	-0.01049
-0.03539	-0.00888
-0.03550	-0.00904
-0.03556	-0.00743
-0.03561	-0.01098
-0.03567	-0.01371
-0.03572	-0.01226
-0.03578	-0.01114
-0.03589	-0.00808
-0.03594	-0.01259
-0.03600	-0.00953
-0.03606	-0.00566
-0.03611	-0.00679
-0.03617	-0.01323
-0.03622	-0.01114
-0.03628	-0.00953
-0.03633	-0.01259
-0.03644	-0.01098
-0.03650	-0.00824
-0.03656	-0.01098
-0.03661	-0.00904
-0.03667	-0.00969
-0.03672	-0.00824
-0.03678	-0.01243
-0.03689	-0.00824
-0.03694	-0.00969
-0.03700	-0.00937
-0.03706	-0.00711
-0.03711	-0.01098
-0.03717	-0.01194
-0.03722	-0.00872
-0.03728	-0.01049
-0.03733	-0.00808
-0.03744	-0.00920
-0.03750	-0.00904
-0.03756	-0.01065
-0.03761	-0.00759
-0.03767	-0.01178
-0.03772	-0.00969
-0.03778	-0.01275
-0.03783	-0.01017
-0.03789	-0.01210
-0.03794	-0.01065
-0.03806	-0.01130
-0.03811	-0.00775
-0.03817	-0.01130
-0.03822	-0.01420
-0.03828	-0.01226
-0.03833	-0.01194
-0.03839	-0.01065
-0.03844	-0.01194
-0.03850	-0.00985
-0.03861	-0.00824
-0.03867	-0.01049
-0.03872	-0.00872
-0.03878	-0.01033
-0.03883	-0.00937
-0.03889	-0.00969
-0.03894	-0.00792
-0.03900	-0.00840
-0.03906	-0.01146
-0.03917	-0.00953
-0.03922	-0.00824
-0.03928	-0.00840
-0.03933	-0.01307
-0.03939	-0.00856
-0.03944	-0.00824
-0.03950	-0.00695
-0.03956	-0.01098
-0.03961	-0.01017
-0.03967	-0.01194
-0.03972	-0.00840
-0.03983	-0.01226
-0.03989	-0.00743
-0.03994	-0.00985
-0.04000	-0.00953
-0.04006	-0.00743
-0.04011	-0.00904
-0.04017	-0.01226
-0.04022	-0.01436
-0.04028	-0.00937
-0.04033	-0.01017
-0.04044	-0.00808
-0.04050	-0.00985
-0.04056	-0.00824
-0.04061	-0.01065
-0.04067	-0.01178
-0.04072	-0.01114
-0.04078	-0.01323
-0.04083	-0.01307
-0.04089	-0.01178
-0.04100	-0.00937
-0.04106	-0.00824
-0.04111	-0.00727
-0.04117	-0.01001
-0.04122	-0.00759
-0.04128	-0.01081
-0.04133	-0.01259
-0.04139	-0.01033
-0.04144	-0.01098
-0.04156	-0.01065
-0.04161	-0.00808
-0.04167	-0.00824
-0.04172	-0.00985
-0.04178	-0.01355
-0.04183	-0.00953
-0.04189	-0.00743
-0.04194	-0.00856
-0.04200	-0.00985
-0.04206	-0.01194
-0.04211	-0.01114
-0.04222	-0.01226
-0.04228	-0.01420
-0.04233	-0.00937
-0.04239	-0.00856
-0.04244	-0.00824
-0.04250	-0.00711
-0.04256	-0.00389
-0.04261	-0.01243
-0.04267	-0.00759
-0.04278	-0.00969
-0.04283	-0.00969
-0.04289	-0.01436
-0.04294	-0.01130
-0.04300	-0.01226
-0.04306	-0.01146
-0.04311	-0.01178
-0.04317	-0.00953
-0.04328	-0.01210
-0.04333	-0.00856
-0.04339	-0.00953
-0.04344	-0.00775
-0.04350	-0.00888
-0.04356	-0.01033
-0.04361	-0.01001
-0.04367	-0.00872
-0.04372	-0.00969
-0.04383	-0.00808
-0.04389	-0.01243
-0.04394	-0.01226
-0.04400	-0.01001
-0.04406	-0.00775
-0.04411	-0.01210
-0.04422	-0.01049
-0.04428	-0.01114
-0.04433	-0.01049
-0.04439	-0.00743
-0.04444	-0.00872
-0.04450	-0.00856
-0.04456	-0.01001
-0.04461	-0.00824
-0.04472	-0.01049
-0.04478	-0.00985
-0.04483	-0.01468
-0.04489	-0.00792
-0.04494	-0.01017
-0.04500	-0.00904
-0.04506	-0.01065
-0.04517	-0.01114
-0.04522	-0.01243
-0.04528	-0.01339
-0.04533	-0.01114
-0.04539	-0.01001
-0.04544	-0.00727
-0.04550	-0.01291
-0.04556	-0.01049
-0.04567	-0.00743
-0.04572	-0.01130
-0.04578	-0.00904
-0.04583	-0.01339
-0.04589	-0.00808
-0.04594	-0.00647
-0.04600	-0.01114
-0.04611	-0.01323
-0.04617	-0.01339
-0.04622	-0.01098
-0.04628	-0.01017
-0.04633	-0.00888
-0.04639	-0.01371
-0.04644	-0.01259
-0.04656	-0.01114
-0.04661	-0.01210
-0.04667	-0.01162
-0.04672	-0.01081
-0.04678	-0.01001
-0.04683	-0.00856
-0.04689	-0.01146
-0.04694	-0.00920
-0.04700	-0.00937
-0.04711	-0.00711
-0.04717	-0.00888
-0.04722	-0.01098
-0.04728	-0.01065
-0.04733	-0.00792
-0.04739	-0.00824
-0.04744	-0.01259
-0.04756	-0.01194
-0.04761	-0.01468
-0.04767	-0.01049
-0.04772	-0.00872
-0.04778	-0.00920
-0.04783	-0.01049
-0.04789	-0.00840
-0.04794	-0.00759
-0.04800	-0.01114
-0.04806	-0.00969
-0.04811	-0.00824
-0.04822	-0.01114
-0.04828	-0.00792
-0.04833	-0.00872
-0.04839	-0.01098
-0.04844	-0.00872
-0.04850	-0.00888
-0.04856	-0.00679
-0.04861	-0.00985
-0.04867	-0.01387
-0.04872	-0.01114
-0.04878	-0.01114
-0.04889	-0.01017
-0.04894	-0.01049
-0.04900	-0.00969
-0.04906	-0.00920
-0.04911	-0.00985
-0.04917	-0.01549
-0.04922	-0.01130
-0.04928	-0.00888
-0.04933	-0.00775
-0.04944	-0.01065
-0.04950	-0.00920
-0.04956	-0.00808
-0.04961	-0.00856
-0.04967	-0.01081
-0.04972	-0.00920
-0.04978	-0.01275
-0.04983	-0.00953
-0.04989	-0.00775
-0.05000	-0.00872
-0.05006	-0.00775
-0.05011	-0.01081
-0.05017	-0.00985
-0.05022	-0.00808
-0.05028	-0.00743
-0.05033	-0.00808
-0.05039	-0.01098
-0.05044	-0.00582
-0.05050	-0.01065
-0.05056	-0.00985
-0.05067	-0.00727
-0.05072	-0.00920
-0.05078	-0.01081
-0.05083	-0.00856
-0.05089	-0.01307
-0.05094	-0.01017
-0.05100	-0.01001
-0.05106	-0.01130
-0.05111	-0.00985
-0.05117	-0.01098
-0.05128	-0.00711
-0.05133	-0.00695
-0.05139	-0.01130
-0.05144	-0.00679
-0.05150	-0.00872
-0.05156	-0.01162
-0.05161	-0.01194
-0.05172	-0.00840
-0.05178	-0.00759
-0.05183	-0.00985
-0.05189	-0.00920
-0.05194	-0.00437
-0.05200	-0.00727
-0.05206	-0.00647
-0.05211	-0.00727
-0.05217	-0.00808
-0.05222	-0.00775
-0.05233	-0.01339
-0.05239	-0.00679
-0.05244	-0.01065
-0.05250	-0.00920
-0.05256	-0.01065
-0.05261	-0.00808
-0.05267	-0.00743
-0.05272	-0.00582
-0.05278	-0.00663
-0.05283	-0.00614
-0.05289	-0.00437
-0.05300	-0.00695
-0.05306	-0.00808
-0.05311	-0.00969
-0.05317	-0.00582
-0.05322	-0.01130
-0.05328	-0.00453
-0.05333	-0.00534
-0.05344	-0.00453
-0.05350	-0.00985
-0.05356	-0.00695
-0.05361	-0.00389
-0.05367	-0.00308
-0.05372	-0.00373
-0.05378	-0.00840
-0.05383	-0.00453
-0.05394	-0.00534
-0.05400	-0.00759
-0.05406	-0.00582
-0.05411	-0.00389
-0.05417	-0.00341
-0.05422	-0.00357
-0.05433	-0.00373
-0.05439	-0.00631
-0.05444	-0.00308
-0.05450	-0.00180
-0.05456	-0.00647
-0.05461	-0.00373
-0.05467	-0.00437
-0.05478	-0.00341
-0.05483	-0.00067
-0.05489	-0.00421
-0.05494	-0.00131
-0.05500	-0.00647
-0.05506	-0.00341
-0.05511	-0.00373
-0.05522	-0.00067
-0.05528	-0.00453
-0.05533	0.00046
-0.05539	-0.00437
-0.05544	-0.00341
-0.05550	-0.00373
-0.05556	-0.00470
-0.05567	-0.00164
-0.05572	-0.00357
-0.05578	-0.00212
-0.05583	-0.00196
-0.05589	-0.00470
-0.05594	-0.00341
-0.05600	-0.00405
-0.05605	-0.00228
-0.05617	-0.00244
-0.05622	-0.00598
-0.05628	-0.00083
-0.05633	-0.00099
-0.05639	-0.00453
-0.05644	-0.00147
-0.05650	-0.00228
-0.05661	-0.00260
-0.05667	0.00030
-0.05672	-0.00164
-0.05678	-0.00325
-0.05683	-0.00292
-0.05689	0.00159
-0.05694	-0.00212
-0.05700	-0.00405
-0.05705	-0.00196
-0.05717	-0.00260
-0.05722	0.00014
-0.05728	0.00046
-0.05733	-0.00115
-0.05739	-0.00051
-0.05744	0.00110
-0.05750	-0.00002
-0.05755	-0.00099
-0.05761	-0.00486
-0.05772	-0.00373
-0.05778	0.00094
-0.05783	0.00142
-0.05789	-0.00534
-0.05794	-0.00002
-0.05800	-0.00051
-0.05805	-0.00244
-0.05811	0.00062
-0.05817	-0.00035
-0.05822	-0.00341
-0.05833	-0.00244
-0.05839	-0.00244
-0.05844	-0.00099
-0.05850	-0.00115
-0.05855	-0.00002
-0.05861	-0.00051
-0.05867	0.00159
-0.05872	-0.00131
-0.05878	-0.00308
-0.05883	0.00062
-0.05889	0.00191
-0.05894	0.00030
-0.05905	0.00062
-0.05911	-0.00115
-0.05917	0.00062
-0.05922	-0.00308
-0.05928	-0.00276
-0.05933	-0.00115
-0.05939	-0.00357
-0.05944	0.00304
-0.05950	-0.00180
-0.05955	0.00191
-0.05961	-0.00260
-0.05972	-0.00421
-0.05978	0.00110
-0.05983	0.00094
-0.05989	0.00320
-0.05994	-0.00099
-0.06000	-0.00164
-0.06005	-0.00067
-0.06011	-0.00341
-0.06017	0.00126
-0.06022	-0.00164
-0.06028	-0.00389
-0.06039	-0.00405
-0.06044	-0.00147
-0.06050	-0.00115
-0.06055	0.00239
-0.06061	-0.00019
-0.06067	-0.00147
-0.06072	-0.00180
-0.06083	-0.00002
-0.06089	-0.00260
-0.06094	-0.00260
-0.06100	-0.00389
-0.06105	-0.00099
-0.06111	-0.00244
-0.06117	-0.00083
-0.06122	-0.00083
-0.06128	-0.00067
-0.06133	0.00078
-0.06144	-0.00325
-0.06150	-0.00470
-0.06155	-0.00260
-0.06161	-0.00792
-0.06167	-0.00051
-0.06172	0.00014
-0.06178	-0.00325
-0.06183	0.00062
-0.06189	-0.00373
-0.06200	-0.00002
-0.06205	-0.00164
-0.06211	-0.00566
-0.06217	-0.00276
-0.06222	-0.00341
-0.06228	-0.00131
-0.06233	-0.00405
-0.06244	-0.00325
-0.06250	-0.00308
-0.06255	-0.00308
-0.06261	-0.00566
-0.06267	-0.00308
-0.06272	-0.00228
-0.06278	-0.00019
-0.06283	-0.00357
-0.06289	-0.00550
-0.06300	-0.00373
-0.06305	-0.00663
-0.06311	-0.00308
-0.06317	-0.00019
-0.06322	0.00078
-0.06328	-0.00389
-0.06333	-0.00276
-0.06344	-0.00888
-0.06350	-0.00453
-0.06355	-0.00131
-0.06361	-0.00437
-0.06367	-0.00695
-0.06372	-0.00405
-0.06378	-0.00647
-0.06389	-0.00566
-0.06394	-0.00341
-0.06400	-0.00647
-0.06405	-0.00727
-0.06411	-0.00534
-0.06422	-0.00373
-0.06428	-0.00679
-0.06433	-0.00598
-0.06439	-0.00389
-0.06444	-0.00775
-0.06450	-0.00389
-0.06455	-0.00631
-0.06461	-0.00920
-0.06472	-0.00534
-0.06478	-0.00308
-0.06483	-0.00743
-0.06489	-0.00953
-0.06494	-0.00711
-0.06500	-0.00437
-0.06511	-0.00888
-0.06517	-0.00904
-0.06522	-0.00566
-0.06528	-0.00421
-0.06533	-0.00631
-0.06539	-0.01065
-0.06544	-0.00743
-0.06550	-0.00775
-0.06561	-0.00389
-0.06567	-0.00985
-0.06572	-0.00727
-0.06578	-0.00759
-0.06583	-0.00453
-0.06589	-0.00743
-0.06594	-0.00598
-0.06600	-0.00711
-0.06611	-0.00840
-0.06617	-0.00904
-0.06622	-0.01194
-0.06628	-0.00985
-0.06633	-0.00840
-0.06639	-0.00695
-0.06644	-0.01387
-0.06650	-0.00856
-0.06661	-0.00888
-0.06667	-0.00824
-0.06672	-0.01001
-0.06678	-0.00775
-0.06683	-0.00663
-0.06689	-0.00711
-0.06694	-0.00920
-0.06700	-0.00969
-0.06705	-0.01098
-0.06711	-0.00518
-0.06722	-0.00743
-0.06728	-0.01033
-0.06733	-0.00695
-0.06739	-0.00647
-0.06744	-0.00888
-0.06750	-0.01001
-0.06755	-0.00792
-0.06761	-0.00631
-0.06772	-0.00953
-0.06778	-0.01065
-0.06783	-0.00502
-0.06789	-0.00920
-0.06794	-0.00582
-0.06800	-0.01178
-0.06805	-0.01049
-0.06811	-0.00824
-0.06817	-0.01098
-0.06822	-0.00937
-0.06833	-0.00872
-0.06839	-0.01049
-0.06844	-0.01194
-0.06850	-0.01146
-0.06855	-0.01065
-0.06861	-0.00872
-0.06867	-0.00856
-0.06872	-0.01049
-0.06878	-0.01130
-0.06883	-0.00759
-0.06889	-0.00872
-0.06900	-0.00808
-0.06905	-0.00937
-0.06911	-0.01259
-0.06917	-0.00775
-0.06922	-0.01098
-0.06928	-0.01226
-0.06933	-0.01210
-0.06939	-0.00775
-0.06944	-0.00937
-0.06950	-0.01323
-0.06955	-0.00937
-0.06967	-0.00840
-0.06972	-0.00679
-0.06978	-0.01226
-0.06983	-0.00969
-0.06989	-0.01146
-0.06994	-0.00679
-0.07000	-0.01210
-0.07005	-0.00953
-0.07017	-0.00792
-0.07022	-0.01098
-0.07028	-0.01210
